date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-06-16,33,24,0.0,12.2,6,16,08:25 AM,10:35 PM,05:20 AM,07:39 PM,21,31,31,28,26,40,67,1.2,1012,33,10,162,19,76019
2018-06-17,33,24,0.0,12.2,6,24,09:33 AM,11:23 PM,05:21 AM,07:39 PM,22,31,31,28,23,46,69,7.1,1013,33,10,140,16,76019
2018-06-18,32,24,0.0,11.1,6,31,10:40 AM,No moonset,05:21 AM,07:39 PM,22,30,30,27,23,71,73,2.2,1014,32,10,123,18,76019
2018-06-19,30,23,0.0,11.1,6,39,11:45 AM,12:04 AM,05:21 AM,07:39 PM,21,28,28,26,22,80,77,10.3,1013,30,9,129,16,76019
2018-06-20,32,23,0.0,12.2,6,46,12:46 PM,12:41 AM,05:21 AM,07:40 PM,22,30,30,27,13,60,74,9.5,1011,32,10,136,10,76019
2018-06-21,37,24,0.0,13.4,7,54,01:47 PM,01:16 AM,05:21 AM,07:40 PM,22,33,33,30,10,24,65,8.9,1011,37,9,209,7,76019
2018-06-22,38,27,0.0,14.2,8,61,02:45 PM,01:50 AM,05:21 AM,07:40 PM,21,35,35,32,22,6,54,0.0,1009,38,10,210,16,76019
2018-06-23,34,27,0.0,12.2,7,69,03:43 PM,02:24 AM,05:22 AM,07:40 PM,22,34,34,30,27,35,64,1.2,1008,34,10,156,20,76019
2018-06-24,36,26,0.0,13.4,7,77,04:39 PM,03:00 AM,05:22 AM,07:40 PM,22,34,34,31,34,28,61,0.1,1009,36,10,172,26,76019
2018-06-25,34,25,0.0,10.0,7,84,05:35 PM,03:37 AM,05:22 AM,07:40 PM,22,33,33,30,26,56,64,1.1,1013,34,10,152,20,76019
2018-06-26,35,25,0.0,13.4,7,92,06:29 PM,04:17 AM,05:23 AM,07:41 PM,22,33,33,30,27,31,62,0.0,1014,35,10,188,20,76019
2018-06-27,38,26,0.0,14.2,8,99,07:21 PM,05:01 AM,05:23 AM,07:41 PM,20,34,34,32,24,9,53,0.0,1013,38,10,188,18,76019
2018-06-28,38,26,0.0,14.2,8,100,08:09 PM,05:48 AM,05:23 AM,07:41 PM,20,34,34,32,25,2,52,0.0,1013,38,10,182,18,76019
2018-06-29,37,26,0.0,14.2,8,86,08:54 PM,06:37 AM,05:24 AM,07:41 PM,21,34,34,31,29,14,59,0.0,1013,37,10,175,22,76019
2018-06-30,37,25,0.0,14.2,8,78,09:36 PM,07:29 AM,05:24 AM,07:41 PM,21,34,34,31,29,23,58,0.0,1012,37,10,180,23,76019
2018-07-01,39,25,0.0,14.2,8,75,10:14 PM,08:22 AM,05:24 AM,07:41 PM,19,34,34,32,26,12,53,0.2,1012,39,10,183,19,76019
2018-07-02,39,27,0.0,14.2,8,68,10:49 PM,09:16 AM,05:25 AM,07:41 PM,18,34,34,32,19,5,45,0.0,1014,39,10,177,14,76019
2018-07-03,40,27,0.0,14.2,9,61,11:23 PM,10:10 AM,05:25 AM,07:41 PM,18,35,35,33,17,2,46,0.0,1013,40,10,166,12,76019
2018-07-04,34,26,0.0,12.2,7,54,11:55 PM,11:06 AM,05:26 AM,07:40 PM,21,32,32,29,20,29,60,1.6,1016,34,10,102,16,76019
2018-07-05,36,24,0.0,14.1,8,46,No moonrise,12:02 PM,05:26 AM,07:40 PM,20,31,31,29,14,23,60,4.6,1021,36,10,90,10,76019
2018-07-06,34,27,0.0,14.1,7,39,12:27 AM,12:59 PM,05:27 AM,07:40 PM,22,33,33,30,13,26,63,8.7,1021,34,9,76,10,76019
2018-07-07,34,25,0.0,14.1,7,32,01:01 AM,01:59 PM,05:27 AM,07:40 PM,21,32,32,30,15,28,63,10.1,1018,34,9,75,11,76019
2018-07-08,33,25,0.0,13.4,6,24,01:38 AM,03:02 PM,05:28 AM,07:40 PM,22,31,31,28,18,31,68,24.8,1018,33,8,93,12,76019
2018-07-09,31,25,0.0,14.1,6,17,02:18 AM,04:07 PM,05:28 AM,07:40 PM,22,31,31,28,10,30,73,70.7,1019,31,6,138,6,76019
2018-07-10,33,24,0.0,14.1,6,10,03:04 AM,05:15 PM,05:29 AM,07:39 PM,22,31,31,28,12,44,72,28.2,1019,33,8,225,8,76019
2018-07-11,35,25,0.0,14.1,7,3,03:57 AM,06:21 PM,05:29 AM,07:39 PM,22,33,33,30,12,28,65,11.0,1016,35,9,188,8,76019
2018-07-12,35,26,0.0,13.4,7,0,04:57 AM,07:25 PM,05:30 AM,07:39 PM,22,33,33,29,16,42,67,24.5,1016,35,7,170,10,76019
2018-07-13,35,24,0.0,13.4,7,0,06:03 AM,08:22 PM,05:31 AM,07:38 PM,21,32,32,29,15,40,66,16.9,1017,35,9,164,10,76019
2018-07-14,36,26,0.0,14.1,7,4,07:13 AM,09:14 PM,05:31 AM,07:38 PM,21,33,33,30,20,17,60,3.7,1016,36,10,181,14,76019
2018-07-15,37,26,0.0,14.1,7,12,08:22 AM,09:59 PM,05:32 AM,07:38 PM,22,35,35,31,21,16,59,0.1,1015,37,10,179,14,76019
2018-07-16,38,26,0.0,14.1,8,19,09:30 AM,10:39 PM,05:32 AM,07:37 PM,20,35,35,32,18,13,52,0.0,1015,38,10,181,12,76019
2018-07-17,40,27,0.0,14.0,8,26,10:35 AM,11:17 PM,05:33 AM,07:37 PM,17,34,34,33,19,9,42,0.0,1015,40,10,208,13,76019
2018-07-18,40,27,0.0,14.0,8,34,11:38 AM,11:52 PM,05:34 AM,07:36 PM,18,35,35,33,23,14,42,0.0,1013,40,10,197,15,76019
2018-07-19,41,28,0.0,14.0,9,41,12:38 PM,No moonset,05:34 AM,07:36 PM,18,36,36,34,24,6,42,0.0,1011,41,10,198,16,76019
2018-07-20,42,28,0.0,14.0,9,48,01:37 PM,12:26 AM,05:35 AM,07:35 PM,17,36,36,34,24,0,37,0.0,1012,42,10,205,16,76019
2018-07-21,42,28,0.0,14.0,9,55,02:34 PM,01:01 AM,05:35 AM,07:35 PM,16,36,36,35,24,2,35,0.0,1012,42,10,217,15,76019
2018-07-22,43,30,0.0,14.0,9,63,03:30 PM,01:38 AM,05:36 AM,07:34 PM,17,37,37,36,22,3,35,0.0,1011,43,10,217,14,76019
2018-07-23,39,31,0.0,13.3,8,70,04:24 PM,02:17 AM,05:37 AM,07:33 PM,16,36,36,35,21,32,34,0.0,1011,39,10,100,14,76019
2018-07-24,36,27,0.0,14.0,8,77,05:17 PM,02:59 AM,05:37 AM,07:33 PM,17,33,33,31,19,14,43,0.4,1016,36,10,72,14,76019
2018-07-25,39,27,0.0,13.9,8,84,06:06 PM,03:45 AM,05:38 AM,07:32 PM,16,34,34,33,11,10,40,0.0,1016,39,10,90,7,76019
2018-07-26,39,29,0.0,13.9,9,92,06:53 PM,04:33 AM,05:39 AM,07:31 PM,15,34,34,34,12,18,33,0.0,1014,39,10,183,9,76019
2018-07-27,36,29,0.0,13.9,7,99,07:36 PM,05:24 AM,05:39 AM,07:31 PM,17,34,34,32,13,28,41,15.7,1015,36,9,199,8,76019
2018-07-28,38,27,0.0,13.9,7,100,08:14 PM,06:17 AM,05:40 AM,07:30 PM,19,34,34,32,13,29,50,20.5,1015,38,8,186,8,76019
2018-07-29,38,27,0.0,13.9,8,86,08:50 PM,07:11 AM,05:41 AM,07:29 PM,20,35,35,33,19,12,51,0.0,1014,38,10,148,14,76019
2018-07-30,34,26,0.0,13.9,7,79,09:25 PM,08:05 AM,05:41 AM,07:29 PM,20,32,32,30,13,19,55,11.5,1014,34,9,176,9,76019
2018-07-31,32,24,0.0,13.9,7,75,09:57 PM,09:00 AM,05:42 AM,07:28 PM,18,29,29,28,18,20,58,9.6,1016,32,9,114,13,76019
2018-08-01,34,24,0.0,13.8,8,65,10:29 PM,09:56 AM,05:43 AM,07:27 PM,14,29,29,29,12,5,42,0.0,1016,34,10,60,9,76019
2018-08-02,35,25,0.0,13.8,8,57,11:01 PM,10:52 AM,05:43 AM,07:26 PM,15,30,30,29,15,10,43,0.2,1016,35,10,117,10,76019
2018-08-03,35,25,0.0,13.8,8,50,11:36 PM,11:50 AM,05:44 AM,07:25 PM,14,30,30,30,20,8,39,0.0,1016,35,10,130,14,76019
2018-08-04,36,26,0.0,13.8,8,43,No moonrise,12:49 PM,05:45 AM,07:24 PM,17,32,32,30,20,9,47,0.1,1015,36,10,162,14,76019
2018-08-05,35,25,0.0,13.8,8,36,12:13 AM,01:52 PM,05:45 AM,07:23 PM,19,32,32,30,22,20,52,0.1,1017,35,10,174,16,76019
2018-08-06,35,26,0.0,13.8,8,28,12:55 AM,02:56 PM,05:46 AM,07:23 PM,20,33,33,31,19,25,54,0.4,1017,35,10,163,14,76019
2018-08-07,37,26,0.0,13.8,8,21,01:43 AM,04:01 PM,05:47 AM,07:22 PM,20,33,33,31,19,18,55,0.7,1015,37,10,180,14,76019
2018-08-08,36,27,0.0,13.7,7,14,02:38 AM,05:05 PM,05:47 AM,07:21 PM,20,34,34,31,19,20,53,1.7,1014,36,10,142,14,76019
2018-08-09,36,26,0.0,13.7,7,6,03:41 AM,06:05 PM,05:48 AM,07:20 PM,21,33,33,30,12,33,61,15.7,1015,36,9,213,8,76019
2018-08-10,31,26,0.0,13.3,6,0,04:48 AM,07:00 PM,05:49 AM,07:19 PM,21,30,30,28,9,41,68,31.1,1015,31,8,170,6,76019
2018-08-11,30,25,0.0,12.1,6,0,05:58 AM,07:49 PM,05:49 AM,07:18 PM,21,28,28,26,17,55,74,53.4,1015,30,7,149,11,76019
2018-08-12,30,24,0.0,13.3,6,1,07:08 AM,08:32 PM,05:50 AM,07:17 PM,21,28,28,26,17,46,77,25.4,1016,30,9,176,11,76019
2018-08-13,29,24,0.0,9.7,6,8,08:16 AM,09:12 PM,05:51 AM,07:16 PM,22,29,29,26,21,71,79,53.9,1015,29,6,172,13,76019
2018-08-14,31,24,0.0,12.1,6,15,09:23 AM,09:49 PM,05:51 AM,07:15 PM,21,30,30,27,23,51,70,5.8,1013,31,10,169,15,76019
2018-08-15,36,24,0.0,13.6,7,22,10:26 AM,10:24 PM,05:52 AM,07:13 PM,21,33,33,30,23,14,63,5.9,1013,36,9,191,16,76019
2018-08-16,37,26,0.0,13.6,7,30,11:27 AM,11:00 PM,05:53 AM,07:12 PM,21,34,34,31,20,13,57,0.0,1015,37,10,184,14,76019
2018-08-17,37,27,0.0,13.6,7,37,12:26 PM,11:37 PM,05:53 AM,07:11 PM,21,35,35,32,20,20,54,1.7,1015,37,10,197,14,76019
2018-08-18,39,28,0.0,13.6,7,44,01:24 PM,No moonset,05:54 AM,07:10 PM,20,35,35,32,19,18,50,1.5,1014,39,10,202,13,76019
2018-08-19,36,27,0.0,13.5,7,51,02:19 PM,12:16 AM,05:55 AM,07:09 PM,20,34,34,31,17,26,54,5.0,1010,36,10,205,12,76019
2018-08-20,35,27,0.0,13.5,7,59,03:13 PM,12:57 AM,05:55 AM,07:08 PM,19,32,32,30,17,8,53,9.5,1014,35,9,248,12,76019
2018-08-21,35,26,0.0,13.5,8,66,04:03 PM,01:42 AM,05:56 AM,07:07 PM,17,31,31,30,10,14,48,0.0,1018,35,10,79,7,76019
2018-08-22,35,25,0.0,13.5,8,73,04:50 PM,02:29 AM,05:57 AM,07:05 PM,19,32,32,30,15,6,52,0.0,1020,35,10,78,11,76019
2018-08-23,38,25,0.0,13.5,8,81,05:34 PM,03:20 AM,05:57 AM,07:04 PM,20,34,34,31,19,10,52,0.2,1016,38,10,150,13,76019
2018-08-24,37,27,0.0,13.5,8,88,06:14 PM,04:12 AM,05:58 AM,07:03 PM,20,34,34,32,25,5,50,0.0,1013,37,10,178,18,76019
2018-08-25,37,27,0.0,13.4,8,95,06:51 PM,05:06 AM,05:59 AM,07:02 PM,20,34,34,32,21,3,53,0.0,1015,37,10,169,16,76019
2018-08-26,36,27,0.0,13.4,8,100,07:26 PM,06:00 AM,05:59 AM,07:01 PM,21,34,34,31,22,16,55,0.0,1015,36,10,164,16,76019
2018-08-27,36,27,0.0,12.6,8,100,07:59 PM,06:55 AM,06:00 AM,06:59 PM,20,34,34,31,26,11,53,0.0,1013,36,10,172,19,76019
2018-08-28,37,26,0.0,11.6,8,83,08:31 PM,07:51 AM,06:01 AM,06:58 PM,21,34,34,31,26,14,57,0.0,1013,37,10,176,20,76019
2018-08-29,37,27,0.0,11.6,7,76,09:04 PM,08:47 AM,06:01 AM,06:57 PM,21,34,34,31,19,16,57,0.1,1015,37,10,169,14,76019
2018-08-30,35,26,0.0,11.6,8,69,09:37 PM,09:45 AM,06:02 AM,06:56 PM,20,33,33,30,15,11,57,0.2,1015,35,10,160,11,76019
2018-08-31,36,27,0.0,11.6,8,65,10:13 PM,10:43 AM,06:03 AM,06:54 PM,19,33,33,31,17,12,51,0.0,1013,36,10,164,13,76019
2018-09-01,34,27,0.0,11.6,8,48,10:52 PM,11:43 AM,06:03 AM,06:53 PM,20,33,33,30,18,24,56,0.3,1013,34,10,140,13,76019
2018-09-02,33,26,0.0,11.6,7,41,11:37 PM,12:45 PM,06:04 AM,06:52 PM,21,32,32,29,20,25,65,9.8,1012,33,9,129,14,76019
2018-09-03,29,24,0.0,7.6,6,33,No moonrise,01:48 PM,06:04 AM,06:50 PM,22,28,28,26,22,90,78,30.6,1013,29,8,114,15,76019
2018-09-04,31,24,0.0,11.6,6,26,12:27 AM,02:50 PM,06:05 AM,06:49 PM,22,30,30,27,21,65,76,32.4,1015,31,7,131,15,76019
2018-09-05,32,24,0.0,11.6,6,18,01:24 AM,03:50 PM,06:06 AM,06:48 PM,22,31,31,28,12,43,72,43.3,1016,32,7,141,7,76019
2018-09-06,31,25,0.0,11.6,6,11,02:27 AM,04:46 PM,06:06 AM,06:46 PM,23,31,31,27,13,39,76,52.8,1017,31,6,184,9,76019
2018-09-07,33,25,0.0,11.6,6,3,03:35 AM,05:37 PM,06:07 AM,06:45 PM,22,31,31,28,12,28,73,29.9,1014,33,8,199,8,76019
2018-09-08,28,23,0.0,6.2,6,0,04:44 AM,06:22 PM,06:08 AM,06:44 PM,22,27,27,25,9,75,82,10.8,1013,28,8,135,7,76019
2018-09-09,25,21,0.0,6.2,5,0,05:54 AM,07:04 PM,06:08 AM,06:42 PM,19,25,25,23,15,81,78,0.1,1013,25,10,182,11,76019
2018-09-10,25,20,0.0,6.2,5,0,07:01 AM,07:42 PM,06:09 AM,06:41 PM,18,24,24,22,10,71,76,0.5,1014,25,10,121,8,76019
2018-09-11,26,21,0.0,6.2,5,4,08:07 AM,08:19 PM,06:09 AM,06:40 PM,20,25,25,23,16,97,84,4.9,1015,26,8,84,12,76019
2018-09-12,30,22,0.0,8.9,6,12,09:11 AM,08:56 PM,06:10 AM,06:38 PM,21,27,27,25,17,70,80,13.5,1016,30,9,104,12,76019
2018-09-13,31,22,0.0,10.2,6,19,10:12 AM,09:33 PM,06:11 AM,06:37 PM,21,29,29,26,13,35,76,7.8,1016,31,9,113,10,76019
2018-09-14,30,24,0.0,10.2,6,27,11:12 AM,10:11 PM,06:11 AM,06:36 PM,22,29,29,26,16,46,78,35.6,1016,30,7,95,10,76019
2018-09-15,32,24,0.0,11.6,6,34,12:10 PM,10:53 PM,06:12 AM,06:34 PM,22,30,30,27,15,33,75,33.2,1016,32,7,74,10,76019
2018-09-16,31,25,0.0,11.6,6,42,01:05 PM,11:37 PM,06:13 AM,06:33 PM,23,31,31,28,15,26,74,36.7,1014,31,7,87,9,76019
2018-09-17,33,26,0.0,11.6,6,49,01:58 PM,No moonset,06:13 AM,06:32 PM,22,33,33,29,9,27,68,13.9,1014,33,9,227,6,76019
2018-09-18,34,26,0.0,11.6,7,57,02:46 PM,12:23 AM,06:14 AM,06:30 PM,22,33,33,30,14,15,62,8.3,1014,34,10,199,9,76019
2018-09-19,34,27,0.0,11.6,8,64,03:32 PM,01:13 AM,06:15 AM,06:29 PM,22,33,33,30,15,9,63,2.2,1013,34,10,194,11,76019
2018-09-20,32,25,0.0,7.4,6,72,04:13 PM,02:05 AM,06:15 AM,06:27 PM,22,31,31,28,19,31,70,5.6,1013,32,9,173,13,76019
2018-09-21,28,23,0.0,7.4,6,80,04:51 PM,02:58 AM,06:16 AM,06:26 PM,22,28,28,25,19,66,83,93.5,1013,28,6,159,11,76019
2018-09-22,26,21,0.0,6.0,5,87,05:27 PM,03:53 AM,06:16 AM,06:25 PM,21,26,26,24,14,94,86,25.9,1013,26,6,194,11,76019
2018-09-23,22,20,0.0,6.0,5,95,06:00 PM,04:48 AM,06:17 AM,06:23 PM,19,21,23,21,10,100,88,0.6,1013,22,8,56,8,76019
2018-09-24,28,22,0.0,11.6,5,100,06:32 PM,05:44 AM,06:18 AM,06:22 PM,20,26,26,24,8,58,81,1.0,1012,28,10,277,6,76019
2018-09-25,32,22,0.0,11.6,7,100,07:05 PM,06:40 AM,06:18 AM,06:21 PM,20,29,29,26,17,16,70,0.4,1013,32,10,182,11,76019
2018-09-26,22,18,0.0,7.4,5,83,07:39 PM,07:39 AM,06:19 AM,06:19 PM,16,22,23,22,23,50,72,3.6,1018,22,10,139,17,76019
2018-09-27,30,16,0.0,11.6,5,75,08:14 PM,08:37 AM,06:20 AM,06:18 PM,14,22,22,21,11,40,63,0.0,1018,30,10,208,9,76019
2018-09-28,26,18,0.0,10.2,5,68,08:52 PM,09:38 AM,06:20 AM,06:17 PM,18,21,22,21,14,32,80,0.0,1018,26,10,132,11,76019
2018-09-29,26,20,0.0,7.4,5,60,09:35 PM,10:40 AM,06:21 AM,06:15 PM,20,25,25,23,17,76,82,6.8,1020,26,10,118,12,76019
2018-09-30,28,22,0.0,8.8,5,52,10:22 PM,11:42 AM,06:22 AM,06:14 PM,21,26,26,24,17,66,82,2.4,1019,28,10,145,12,76019
2018-10-01,29,22,0.0,11.6,6,51,11:17 PM,12:44 PM,06:22 AM,06:13 PM,21,27,27,25,15,44,80,3.5,1019,29,8,155,10,76019
2018-10-02,30,21,0.0,11.6,6,43,No moonrise,01:43 PM,06:23 AM,06:11 PM,21,28,28,25,16,32,79,2.5,1018,30,10,169,11,76019
2018-10-03,31,23,0.0,11.6,6,36,12:16 AM,02:38 PM,06:24 AM,06:10 PM,21,29,29,27,25,14,74,1.0,1015,31,10,181,17,76019
2018-10-04,32,24,0.0,11.6,7,29,01:20 AM,03:29 PM,06:24 AM,06:09 PM,21,30,30,28,20,10,70,0.1,1015,32,10,173,14,76019
2018-10-05,31,23,0.0,11.6,7,21,02:26 AM,04:15 PM,06:25 AM,06:08 PM,21,29,29,27,24,11,71,0.1,1014,31,10,171,17,76019
2018-10-06,30,23,0.0,11.6,6,14,03:34 AM,04:57 PM,06:26 AM,06:06 PM,22,29,29,27,24,35,75,24.0,1013,30,8,165,15,76019
2018-10-07,30,23,0.0,11.6,6,7,04:41 AM,05:36 PM,06:26 AM,06:05 PM,21,28,28,26,28,30,78,52.9,1012,30,6,154,18,76019
2018-10-08,28,23,0.0,8.7,6,0,05:47 AM,06:12 PM,06:27 AM,06:04 PM,21,27,27,24,24,62,81,15.5,1011,28,8,152,17,76019
2018-10-09,27,21,0.0,10.2,5,0,06:52 AM,06:49 PM,06:28 AM,06:03 PM,21,25,25,23,19,58,87,37.6,1008,27,7,141,13,76019
2018-10-10,24,15,0.0,11.6,5,0,07:55 AM,07:26 PM,06:29 AM,06:01 PM,13,20,20,20,16,2,69,0.2,1013,24,10,277,12,76019
2018-10-11,22,14,0.0,11.6,5,7,08:57 AM,08:05 PM,06:29 AM,06:00 PM,10,18,18,18,15,7,60,0.0,1019,22,10,51,12,76019
2018-10-12,21,17,0.0,7.2,4,15,09:57 AM,08:45 PM,06:30 AM,05:59 PM,13,19,19,19,16,55,72,15.1,1016,21,9,104,11,76019
2018-10-13,22,16,0.0,4.2,4,22,10:54 AM,09:29 PM,06:31 AM,05:58 PM,17,18,19,18,20,87,90,57.4,1010,22,7,127,13,76019
2018-10-14,27,16,0.0,7.2,5,29,11:49 AM,10:15 PM,06:32 AM,05:57 PM,16,20,20,20,14,43,80,3.7,1012,27,10,181,11,76019
2018-10-15,8,6,0.0,4.2,2,36,12:40 PM,11:04 PM,06:32 AM,05:55 PM,4,3,8,3,36,100,81,28.3,1025,8,7,311,27,76019
2018-10-16,10,7,0.0,4.2,2,44,01:27 PM,11:56 PM,06:33 AM,05:54 PM,6,5,8,5,26,100,88,63.0,1025,10,6,140,18,76019
2018-10-17,11,10,0.0,4.2,3,51,02:10 PM,No moonset,06:34 AM,05:53 PM,8,9,11,9,22,92,82,48.6,1028,11,6,29,15,76019
2018-10-18,17,12,0.0,5.7,4,58,02:49 PM,12:48 AM,06:35 AM,05:52 PM,10,14,15,14,19,77,76,3.2,1028,17,9,53,12,76019
2018-10-19,15,15,0.0,4.2,3,66,03:26 PM,01:43 AM,06:35 AM,05:51 PM,13,15,15,15,10,99,88,61.9,1023,15,7,201,7,76019
2018-10-20,22,14,0.0,8.7,5,73,03:59 PM,02:37 AM,06:36 AM,05:50 PM,12,17,17,17,21,31,73,0.0,1023,22,10,143,14,76019
2018-10-21,21,13,0.0,8.7,5,80,04:32 PM,03:33 AM,06:37 AM,05:49 PM,6,16,17,16,16,7,50,0.0,1026,21,10,55,11,76019
2018-10-22,19,12,0.0,8.7,5,87,05:05 PM,04:30 AM,06:38 AM,05:48 PM,7,15,15,15,11,19,59,0.0,1023,19,10,133,8,76019
2018-10-23,21,14,0.0,8.7,5,95,05:38 PM,05:28 AM,06:39 AM,05:47 PM,8,17,17,17,14,27,56,0.0,1022,21,10,89,9,76019
2018-10-24,13,12,0.0,4.1,3,100,06:12 PM,06:27 AM,06:39 AM,05:45 PM,9,12,13,12,22,72,77,66.1,1019,13,7,78,15,76019
2018-10-25,17,13,0.0,5.7,3,100,06:50 PM,07:29 AM,06:40 AM,05:44 PM,11,14,15,14,11,66,81,4.4,1014,17,9,214,9,76019
2018-10-26,23,13,0.0,8.7,5,84,07:32 PM,08:31 AM,06:41 AM,05:43 PM,12,17,18,17,14,3,69,0.0,1015,23,10,288,10,76019
2018-10-27,30,16,0.0,8.7,6,76,08:19 PM,09:36 AM,06:42 AM,05:42 PM,13,23,23,22,17,8,59,0.0,1016,30,10,230,10,76019
2018-10-28,32,19,0.0,8.7,7,69,09:12 PM,10:38 AM,06:43 AM,05:41 PM,16,25,25,24,18,0,62,0.0,1018,32,10,231,11,76019
2018-10-29,27,19,0.0,8.7,6,62,10:10 PM,11:40 AM,06:44 AM,05:40 PM,16,24,24,23,23,1,66,0.0,1017,27,10,206,15,76019
2018-10-30,25,20,0.0,5.6,5,54,11:13 PM,12:36 PM,06:44 AM,05:40 PM,18,24,24,22,33,45,79,1.5,1012,25,10,195,22,76019
2018-10-31,19,13,0.0,4.1,4,51,No moonrise,01:28 PM,06:45 AM,05:39 PM,14,16,16,16,20,96,84,33.4,1012,19,7,278,14,76019
2018-11-01,16,10,0.0,8.7,4,34,12:17 AM,02:13 PM,06:46 AM,05:38 PM,6,12,13,12,22,34,63,0.0,1014,16,10,309,16,76019
2018-11-02,22,11,0.0,8.7,5,26,01:23 AM,02:55 PM,06:47 AM,05:37 PM,7,15,16,15,21,7,55,0.0,1017,22,10,239,14,76019
2018-11-03,22,14,0.0,7.2,4,19,02:28 AM,03:34 PM,06:48 AM,05:36 PM,10,17,18,17,39,27,62,5.5,1012,22,10,195,24,76019
2018-11-04,20,12,0.0,8.7,5,11,03:33 AM,04:10 PM,06:49 AM,05:35 PM,8,15,15,15,16,4,60,5.5,1018,20,10,281,11,76019
2018-11-05,26,13,0.0,7.2,4,4,04:36 AM,04:45 PM,06:50 AM,05:34 PM,12,18,19,18,26,21,68,0.0,1010,26,10,189,17,76019
2018-11-06,23,16,0.0,7.2,5,0,05:39 AM,05:22 PM,06:50 AM,05:34 PM,15,20,21,20,18,29,72,0.3,1012,23,10,103,12,76019
2018-11-07,19,14,0.0,4.1,4,0,06:41 AM,05:59 PM,06:51 AM,05:33 PM,15,17,17,17,19,89,88,10.0,1015,19,7,57,14,76019
2018-11-08,13,12,0.0,4.1,3,0,07:42 AM,06:38 PM,06:52 AM,05:32 PM,10,11,13,11,18,100,85,12.1,1019,13,9,55,13,76019
2018-11-09,12,7,0.0,5.6,2,4,08:41 AM,07:21 PM,06:53 AM,05:31 PM,4,6,9,6,28,57,68,4.2,1028,12,9,144,20,76019
2018-11-10,11,4,0.0,8.7,3,11,09:39 AM,08:06 PM,06:54 AM,05:31 PM,-3,5,7,5,13,18,50,0.0,1029,11,10,95,10,76019
2018-11-11,11,5,0.0,4.0,2,19,10:31 AM,08:55 PM,06:55 AM,05:30 PM,2,6,8,6,18,68,67,1.1,1022,11,10,133,13,76019
2018-11-12,7,1,0.0,4.0,2,26,11:21 AM,09:46 PM,06:56 AM,05:29 PM,3,1,6,1,34,100,80,15.8,1024,7,9,185,25,76019
2018-11-13,4,-2,0.0,8.7,2,34,12:06 PM,10:38 PM,06:57 AM,05:29 PM,-7,-4,1,-4,28,34,55,0.0,1035,4,10,344,22,76019
2018-11-14,10,-0,0.0,8.7,3,41,12:46 PM,11:32 PM,06:58 AM,05:28 PM,-7,2,5,2,11,4,43,0.0,1033,10,10,223,9,76019
2018-11-15,18,4,0.0,8.7,4,49,01:24 PM,No moonset,06:59 AM,05:27 PM,0,8,9,8,18,11,53,0.0,1024,18,10,202,11,76019
2018-11-16,20,9,0.0,8.7,4,56,01:58 PM,12:26 AM,07:00 AM,05:27 PM,4,12,14,12,26,34,52,0.0,1020,20,10,209,14,76019
2018-11-17,20,10,0.0,8.7,5,64,02:31 PM,01:21 AM,07:00 AM,05:26 PM,8,13,14,13,26,18,67,0.0,1019,20,10,181,16,76019
2018-11-18,8,5,0.0,8.7,2,72,03:03 PM,02:16 AM,07:01 AM,05:26 PM,2,5,8,5,22,44,66,1.9,1025,8,10,313,17,76019
2018-11-19,13,4,0.0,8.7,2,79,03:35 PM,03:13 AM,07:02 AM,05:26 PM,0,6,8,6,10,30,59,0.0,1025,13,10,223,8,76019
2018-11-20,16,7,0.0,8.7,4,87,04:08 PM,04:11 AM,07:03 AM,05:25 PM,3,10,11,10,12,0,56,0.0,1028,16,10,126,10,76019
2018-11-21,16,8,0.0,8.7,4,94,04:45 PM,05:12 AM,07:04 AM,05:25 PM,2,10,11,10,9,13,53,0.4,1028,16,10,99,6,76019
2018-11-22,17,9,0.0,8.7,4,100,05:25 PM,06:15 AM,07:05 AM,05:24 PM,6,11,12,11,15,9,67,0.4,1024,17,10,141,10,76019
2018-11-23,22,11,0.0,8.7,5,100,06:11 PM,07:21 AM,07:06 AM,05:24 PM,7,15,16,15,30,28,58,0.0,1012,22,10,223,21,76019
2018-11-24,23,15,0.0,8.7,5,83,07:03 PM,08:26 AM,07:07 AM,05:24 PM,4,18,18,18,26,9,40,0.0,1008,23,10,212,16,76019
2018-11-25,15,6,0.0,3.8,3,76,08:01 PM,09:31 AM,07:08 AM,05:23 PM,2,10,13,10,41,59,49,0.0,1012,15,10,284,28,76019
2018-11-26,10,2,0.0,8.7,3,68,09:04 PM,10:31 AM,07:09 AM,05:23 PM,-5,2,6,2,20,13,46,0.0,1027,10,10,313,14,76019
2018-11-27,18,6,0.0,8.7,4,60,10:09 PM,11:26 AM,07:09 AM,05:23 PM,-1,9,11,9,23,0,45,0.0,1021,18,10,213,15,76019
2018-11-28,20,8,0.0,8.7,4,53,11:16 PM,12:14 PM,07:10 AM,05:23 PM,4,12,13,12,37,3,52,0.0,1012,20,10,194,23,76019
2018-11-29,24,13,0.0,8.7,5,45,No moonrise,12:57 PM,07:11 AM,05:23 PM,12,16,18,16,33,7,73,0.0,1009,24,10,199,21,76019
